question_id,question_type,question,rank,answer,job_id,job_title,chunk_id,source_url,crawl_time,data_origin,faiss_score,is_relevant
Q04,细节查询,想找需要 Excel 和 Tableau 的商业分析或业务分析岗位。,2,"Director of Market Analytics：creative solutions to technical problems An excellent writer who can write in modern active voice, so make your cover letter compelling and write it well! Able to communicate technical content and results verbally Who you are: A startup person: You aren't driven by titles or hierarchy, and prefer efficiency to excess p",67f8d01497985c3900edcc7f,Director of Market Analytics,67f8d01497985c3900edcc7f::job_introduction::c0006,https://himalayas.app/companies/oklo/jobs/director-of-market-analytics,2026-09-08T12:57:59.407609+00:00,authorized_api_collection,0.622917,0
Q04,细节查询,想找需要 Excel 和 Tableau 的商业分析或业务分析岗位。,3,"Salesforce Business Analyst：e look and feel. Preferred: Experience with finance and accounting. Experience with association-management-related technology. Experience supporting or implementing financial or operational platforms. Salesforce certifications (Admin, BA, Platform App Builder) or equivalent experience. Experience building wireframes. F",e672b59af8788b7c427b4228,Salesforce Business Analyst,e672b59af8788b7c427b4228::responsibilities::c0003,https://himalayas.app/companies/productiv-team/jobs/salesforce-business-analyst,2026-09-08T13:11:04.370987+00:00,authorized_api_collection,0.620034,0
Q05,模糊查询,有哪些负责人工智能模型评估、质量审核或安全测试的远程岗位？,1,"Test-Automation Engineer：TQB im Bereich Test Automation Engineering oder Foundation Level wäre für uns die absolute Kirsche auf der Sahnehaube, ist aber neben Deiner schnellen Auffassungsgabe kein starres Ausschlusskriterium. warum wir? Wir sind ein offenes und ambitioniertes Team von über 750 Mitarbeiter:innen, das Kundenorientierung wirklich",6cfeb890be28d4e0f7e2b2eb,Test-Automation Engineer,6cfeb890be28d4e0f7e2b2eb::job_combined::c0003,https://himalayas.app/companies/zollsoft-gmbh/jobs/test-automation-engineer,2026-09-08T12:52:59.542492+00:00,authorized_api_collection,0.567406,0
Q05,模糊查询,有哪些负责人工智能模型评估、质量审核或安全测试的远程岗位？,2,"Manual AI-Assisted QA Engineer：QA, with fintech experience - payments, banking, e-money, crypto or iGaming Hands-on test automation experience — writing and maintaining automated UI and/or API tests (Python + Playwright preferred; other stacks acceptable if you're ready to work with ours) Readiness to take ownership of automating cases as they stabi",19637385df8391b393dd1467,Manual AI-Assisted QA Engineer,19637385df8391b393dd1467::responsibilities::c0002,https://himalayas.app/companies/colibrix/jobs/manual-ai-assisted-qa-engineer,2026-09-08T13:06:51.119874+00:00,authorized_api_collection,0.563637,0
Q05,模糊查询,有哪些负责人工智能模型评估、质量审核或安全测试的远程岗位？,3,"Platform Engineer/ Automation Tester：per calendar year to be used for vacations, personal business, and illness and an additional 10 paid holidays per year. Paid leave and paid holidays are prorated based on the employee’s date of hire. The GDIT Paid Family Leave program provides a total of up to 160 hours of paid leave in a rolling 12 month period for el",5f9f20b9f9d5f4b814dc9304,Platform Engineer/ Automation Tester,5f9f20b9f9d5f4b814dc9304::job_combined::c0006,https://himalayas.app/companies/general-dynamics-information-technology/jobs/platform-engineer-automation-tester,2026-09-08T12:49:21.232854+00:00,authorized_api_collection,0.560931,0
Q06,细节查询,寻找使用 PostgreSQL 的远程数据工程岗位。,1,"Senior Data Engineer (PostgreSQL DBA)：solving mindset with a strong attention to detail. AI and Automation Expectations Strong hands-on experience with modern AI models and developer tooling to improve software delivery speed and quality. Ability to use AI effectively for PostgreSQL performance tuning, database reliability validation, migration planning, a",2170ade3ccccc76a9c39f4ef,Senior Data Engineer (PostgreSQL DBA),2170ade3ccccc76a9c39f4ef::job_combined::c0002,https://himalayas.app/companies/m3-com/jobs/senior-data-engineer-postgresql-dba,2026-09-08T12:59:38.371743+00:00,authorized_api_collection,0.619311,1
Q06,细节查询,寻找使用 PostgreSQL 的远程数据工程岗位。,2,"Senior Data Engineer (PostgreSQL DBA)：solving mindset with a strong attention to detail. AI and Automation Expectations Strong hands-on experience with modern AI models and developer tooling to improve software delivery speed and quality. Ability to use AI effectively for PostgreSQL performance tuning, database reliability validation, migration planning, a",658810be1f503aa9b70b30e5,Senior Data Engineer (PostgreSQL DBA),658810be1f503aa9b70b30e5::job_combined::c0002,https://himalayas.app/companies/m3-com/jobs/senior-data-engineer-postgresql-dba-547642546,2026-09-08T12:51:42.264774+00:00,authorized_api_collection,0.617617,1
Q06,细节查询,寻找使用 PostgreSQL 的远程数据工程岗位。,3,"Senior Python Data Scraping Engineer (Freelance)：pment tools and technologies, and systematically collect, structure, and validate data from diverse sources. A methodical, detail-oriented approach and the ability to work independently are essential. Technical Skills (Essential) Strong experience in Python web scraping (BeautifulSoup, Selenium or similar), including d",e4dde56e23af3e33fa20cb42,Senior Python Data Scraping Engineer (Freelance),e4dde56e23af3e33fa20cb42::responsibilities::c0002,https://himalayas.app/companies/mindrift/jobs/senior-python-data-scraping-engineer-freelance-6862780154,2026-09-08T12:48:36.943111+00:00,authorized_api_collection,0.604036,0
Q07,模糊查询,希望找维护客户关系、处理客户问题并提升续约体验的远程岗位。,1,"現場服務工程師 / Field Service Engineer (Home Office, CN)：戶順利溝通。 · 願意接受出差安排,包括國內或海外的行程,甚至有時發生臨時的出差安排。 我們提供的條件 · 對於擁有合適才能的人來說,這是一個絕佳的機會。 · Grifols 深知您渴望在重要的職能部門擁有充滿挑戰且回報豐厚的工作,我們將幫助您實現職業發展的願望。 · 有關 Grifols 的更多資訊,請瀏覽 網站。 · 如果您符合條件並且有興趣加入我們,歡迎遞交申請。 · 我們期待收到您的履歷。 · Grifols 是一家願意提供平等就業機會的公司。 僱傭合約:無固定期限勞動合約 We believe that diversity adds value to our business, our teams and our cult",f54312bbeb9e28edc260ec3b,"現場服務工程師 / Field Service Engineer (Home Office, CN)",f54312bbeb9e28edc260ec3b::job_combined::c0001,https://himalayas.app/companies/grifols/jobs/field-service-engineer-home-office-cn,2026-09-08T12:58:05.831537+00:00,authorized_api_collection,0.541560,0
Q07,模糊查询,希望找维护客户关系、处理客户问题并提升续约体验的远程岗位。,2,Dynamics 365 Developer (Remote Opportunity)：icrosoft Dynamics 365 or Power Platform certifications. Benefits: Medical/Dental/Vision. 401k with Employer Match. PTO + Federal Holidays. Corporate Laptop. Training Opportunities. Remote Opportunity. Note: Selected candidates will be required to complete fingerprinting at a government facility and undergo a background,e08177fadff271af01a2237d,Dynamics 365 Developer (Remote Opportunity),e08177fadff271af01a2237d::requirements::c0001,https://himalayas.app/companies/vetsez/jobs/dynamics-365-developer-remote-opportunity,2026-09-08T13:22:04.126543+00:00,authorized_api_collection,0.524603,0
Q07,模糊查询,希望找维护客户关系、处理客户问题并提升续约体验的远程岗位。,3,"Remote Client Support Advisor：Assist clients with coordinating personalized service arrangements Research and compare available options to meet client preferences Confirm reservations and ensure accuracy of details Provide clear, professional communication via email and phone Support updates, modifications, and service-related inquiries Maintain ac",1585601b9ca00cba8ce68d7d,Remote Client Support Advisor,1585601b9ca00cba8ce68d7d::responsibilities::c0000,https://himalayas.app/companies/triptastic-adventures/jobs/remote-client-support-advisor,2026-09-08T13:23:12.286142+00:00,authorized_api_collection,0.523133,1
Q08,基础查询,寻找销售拓展或客户账户管理方向的远程岗位。,1,"Strategic Account Director：rtunities. Detail oriented and committed to high quality deliverables. Excellent communication, negotiation, and relationship building skills at the executive level. Creative problem-solving attitude. Demonstrated ability to lead teams to achieve goals without positional authority. Experience working with B2B SaaS prod",cd396072ef1420f7b5f92504,Strategic Account Director,cd396072ef1420f7b5f92504::responsibilities::c0003,https://himalayas.app/companies/biodigital/jobs/strategic-account-director-7211390792,2026-09-08T12:43:13.822219+00:00,authorized_api_collection,0.584603,1
Q08,基础查询,寻找销售拓展或客户账户管理方向的远程岗位。,2,"Ecommerce Associate Account Director：trategic partner for your clients on a day-to-day basis, owning the narrative around performance, identifying growth opportunities, and ensuring all marketing efforts ladder up to business objectives. A successful candidate is a strong cross-channel marketer and communicator who can confidently translate data into insi",50b6f253a21846b8b4c76c3a,Ecommerce Associate Account Director,50b6f253a21846b8b4c76c3a::job_introduction::c0002,https://himalayas.app/companies/power-digital-marketing/jobs/ecommerce-associate-account-director-2711931755,2026-09-08T13:25:13.363032+00:00,authorized_api_collection,0.580055,1
Q08,基础查询,寻找销售拓展或客户账户管理方向的远程岗位。,3,"Ecommerce Associate Account Director：trategic partner for your clients on a day-to-day basis, owning the narrative around performance, identifying growth opportunities, and ensuring all marketing efforts ladder up to business objectives. A successful candidate is a strong cross-channel marketer and communicator who can confidently translate data into insi",60fa31d07c225c609d1a6bd0,Ecommerce Associate Account Director,60fa31d07c225c609d1a6bd0::job_introduction::c0002,https://himalayas.app/companies/power-digital-marketing/jobs/ecommerce-associate-account-director-6426435153,2026-09-08T13:23:12.286142+00:00,authorized_api_collection,0.579154,1
Q09,易混淆岗位查询,找产品经理岗位，不要 SEO、ASO 或纯营销增长岗位。,1,"Product Manager - ASO/SEO：我们的愿景 作为全球十大数字资产交易所之一(仍在上升🚀),我们在交易、安全 和区块链产品创新方面提供一流的服务体验。 我们的目标是让所有人都能参与到加密市场的建设中来,使得最前沿的、最有潜力的加密货币项目得以安全上线并交易。你有兴趣加入这样一支去中心化团队吗? 岗位职责 通过过数据驱动的关键词研究和竞争分析,开发并实施高效的ASO策略。包括关键词挖掘、词库搭建、清洗筛选及用户搜索意图分析,优化应用商店列表的元数据。 撰写高质量的应用商店元数据(包括标题、描述、截图、视频等),确保内容符合应用商店优化标准,并能吸引目标用户。 熟练使用ASO工具(如App Annie、Sensor Tower、MobileAction等),分析应用性能",056296d9bfab7aae50cdbd5a,Product Manager - ASO/SEO,056296d9bfab7aae50cdbd5a::job_combined::c0000,https://himalayas.app/companies/gate/jobs/product-manager-aso-seo,2026-09-08T13:22:44.980875+00:00,authorized_api_collection,0.698088,0
Q09,易混淆岗位查询,找产品经理岗位，不要 SEO、ASO 或纯营销增长岗位。,2,"SEO Associate：across on-page, off-page, and technical. Experience with Ahrefs and/or SEMrush. Experience with Agency Analytics. Experience with Webflow or a comparable CMS. Reliable high-speed internet connection. Strong attention to detail and the ability to follow documented processes. BONUS POINTS FOR APPLICANTS WITH: Basic HTML/",38599ce0101fcf729f5c2ec2,SEO Associate,38599ce0101fcf729f5c2ec2::job_combined::c0009,https://himalayas.app/companies/wonderist-agency/jobs/seo-associate,2026-09-08T12:58:57.169078+00:00,authorized_api_collection,0.690570,0
Q09,易混淆岗位查询,找产品经理岗位，不要 SEO、ASO 或纯营销增长岗位。,3,"SEO / SEM Guru：SEO and SEM for online e-commerce store(s). Expert in SEO and SEM for Google Fluent in Google Merchant Center, Google Search Console, Google Analytics All your information will be kept confidential according to EEO guidelines. Sell refurbished servers and other enterprise-level IT hardware Originally posted on Himalaya",ef9438acae8294d36fb2d503,SEO / SEM Guru,ef9438acae8294d36fb2d503::job_combined::c0000,https://himalayas.app/companies/jobsforlebanon/jobs/seo-sem-guru,2026-09-08T12:46:59.034317+00:00,authorized_api_collection,0.675634,0
Q10,易混淆岗位查询,寻找使用 Excel 做预算、财务规划或财务分析的岗位，不要普通数据分析师。,1,"Data Scientist, FP&A Solutions：Partner with FP&A and business leaders to identify opportunities where data science and advanced analytics can improve planning, forecasting, and decision-making Develop Python-based analytical models, forecasting solutions, simulations, and automation for financial and operational use cases Build and maintain scalable",7f454c5a24fd9406e2fda899,"Data Scientist, FP&A Solutions",7f454c5a24fd9406e2fda899::responsibilities::c0000,https://himalayas.app/companies/autodesk/jobs/data-scientist-fp-a-solutions,2026-09-08T13:18:39.756788+00:00,authorized_api_collection,0.641350,0
Q10,易混淆岗位查询,寻找使用 Excel 做预算、财务规划或财务分析的岗位，不要普通数据分析师。,2,"Data Analyst, Internal Audit：l layer. Strengthen methodology over time: Back-test risk indicators against investigated cases, monitor precision, coverage, and false-positive rates, and refine based on outcomes and emerging risks. Communicate uncertainty honestly: Distinguish confirmed fraud from suspicious-but-unconfirmed patterns, helping stakeho",58b4242969599a9a05006397,"Data Analyst, Internal Audit",58b4242969599a9a05006397::responsibilities::c0002,https://himalayas.app/companies/givedirectly/jobs/data-analyst-internal-audit,2026-09-08T12:55:16.604788+00:00,authorized_api_collection,0.638093,0
Q10,易混淆岗位查询,寻找使用 Excel 做预算、财务规划或财务分析的岗位，不要普通数据分析师。,3,"Senior Business Analytics Manager：uture? Join us! Benefits From health and financial benefits to time away and everyday wellness, we give Autodesk ers the best, so they can do their best work. Learn more about our benefits in the U.S. by visiting Salary transparency Salary is one part of Autodesk ’s competitive compensation package. For U.S.-based role",af69341a5be6fcde2fd538e3,Senior Business Analytics Manager,af69341a5be6fcde2fd538e3::responsibilities::c0007,https://himalayas.app/companies/autodesk/jobs/senior-business-analytics-manager-9066886021,2026-09-08T13:23:15.496011+00:00,authorized_api_collection,0.635165,0
Q11,细节查询,寻找面向美国地区、使用 Java 的远程后端工程岗位。,1,Senior Back-End Developer：mentorat des développeurs juniors. Compétences et qualifications requises Plus de 5 ans d’expérience en développement backend utilisant .NET / .NET Core. Solide expérience avec Entity Framework (EF). Bonne compréhension de l’architecture orientée événements et expérience avec RabbitMQ (ou une technologie similaire). Ex,b25913f00894e280522f2dda,Senior Back-End Developer,b25913f00894e280522f2dda::responsibilities::c0004,https://himalayas.app/companies/pacific-programming-and-tech/jobs/senior-back-end-developer,2026-09-08T13:24:14.899891+00:00,authorized_api_collection,0.592418,0
Q11,细节查询,寻找面向美国地区、使用 Java 的远程后端工程岗位。,2,Java Back End Technical Lead：7-15 years of experience (or slightly less if you have superpowers) Amazing Software development skills and understanding of Object-Oriented concepts and patterns. Deep knowledge of Java and Spring and familiarity with various Spring projects. Understanding of single-page application development concepts. In-depth unde,fba056251aab8ad03af4b1c4,Java Back End Technical Lead,fba056251aab8ad03af4b1c4::requirements::c0000,https://himalayas.app/companies/exequt/jobs/java-back-end-technical-lead,2026-09-08T13:06:43.532106+00:00,authorized_api_collection,0.591620,0
Q11,细节查询,寻找面向美国地区、使用 Java 的远程后端工程岗位。,3,Pessoa Desenvolvedora Backend / Java III (Engenharia Cadastros)：Vale Transporte e Estacionamento (conforme o modelo de trabalho) ﻿ Nota: Os pacotes de benefícios são adaptados de acordo com a elegibilidade de cada cargo e modelo de trabalho. Originally posted on Himalayas,2bf34d445ce0f0eefe57cb8f,Pessoa Desenvolvedora Backend / Java III (Engenharia Cadastros),2bf34d445ce0f0eefe57cb8f::job_combined::c0005,https://himalayas.app/companies/grupo-boticario/jobs/pessoa-desenvolvedora-backend-java-iii-engenharia-cadastros,2026-09-08T12:59:58.798192+00:00,authorized_api_collection,0.590379,0
Q12,模糊查询,想从事训练、部署和维护预测模型的远程机器学习工程工作。,1,"Staff, Machine Learning Engineer - BEV/Multi-Modal Perception：Lead BEV model development: define and execute the technical roadmap for BEV-based perception models across multiple tasks (e.g., detection, segmentation, road topology, and scene understanding). Design advanced multi-modal architectures that fuse heterogeneous sensor data (camera, LiDAR, radar, HD maps) into unified s",591475d3699705379a779116,"Staff, Machine Learning Engineer - BEV/Multi-Modal Perception",591475d3699705379a779116::responsibilities::c0000,https://himalayas.app/companies/torc-robotics/jobs/staff-machine-learning-engineer-bev-multi-modal-perception,2026-09-08T12:55:57.028184+00:00,authorized_api_collection,0.512023,1
Q12,模糊查询,想从事训练、部署和维护预测模型的远程机器学习工程工作。,2,"Machine Learning Engineer：4+ years of real-world experience with ML, including at least 2 years in computer vision. Good understanding of how to build ML systems from start to finish. Hands-on experience with one or more of these: object detection, segmentation, img2img, generative networks. Ability to read, understand, and implement ideas from",29673893ef2daae7e5e7ff11,Machine Learning Engineer,29673893ef2daae7e5e7ff11::requirements::c0000,https://himalayas.app/companies/skylum/jobs/machine-learning-engineer,2026-09-08T12:46:01.829965+00:00,authorized_api_collection,0.506341,1
Q12,模糊查询,想从事训练、部署和维护预测模型的远程机器学习工程工作。,3,"Machine Learning Engineer：3–5+ years of experience in machine learning, research engineering, or a related technical field. Strong Python skills and experience with ML frameworks such as PyTorch or JAX. Hands-on experience training, fine-tuning, or evaluating modern ML models. Strong understanding of experimental design, model evaluation, and q",cd7ed377b00a575d3ba126b7,Machine Learning Engineer,cd7ed377b00a575d3ba126b7::requirements::c0000,https://himalayas.app/companies/10a-labs/jobs/machine-learning-engineer,2026-09-08T12:48:55.872467+00:00,authorized_api_collection,0.502218,1
